Key,Burmese
Property as filter description,ဤဂုဏ်သတ္တိကို စာကြည့်တိုက်ရလဒ်များကို စစ်ထုတ်ရန် အသုံးပြုမည်။ ဂုဏ်သတ္တိများသည် အမည်နှင့် ကွင်းအမျိုးအစားအရ အခြားအဖွဲ့အစည်းအမျိုးအစားများနှင့် ကိုက်ညီပါက၊ စစ်ထုတ်မှုအတွက် ပေါင်းစပ်အသုံးပြုမည်။
property date,ရက်စွဲ
property daterange,ရက်စွဲအကွာအဝေး
property generatedid,ဖန်တီးထားသော ID
property geolocation,တည်နေရာရှာဖွေခြင်း
property image,ပုံ
property link,လင့်ခ်
property markdown,Rich Text
property media,မီဒီယာ
property multidate,တစ်ခုထက်ပိုသော ရက်စွဲ
property multidaterange,အချိန်ကာလအများအပြား
property multiselect,အများရွေးချယ်ခြင်း
property numeric,ဂဏန်းဆိုင်ရာ
property preview,ကြိုကြည့်ရန်
property relationship,ဆက်နွယ်မှု
property select,ရွေးချယ်ခြင်း
property text,စာသား
Property type,ပိုင်ဆိုင်မှု အမျိုးအစား
Protection,ကာကွယ်မှု
ProTip!,အထူးအကြံပြုချက်!
"Provide chart-ready data as JSON. Each series needs id, label, and a points array with
              label and value per row. Optional key on points helps stable colors.",ဂရပ်ဇယားပြင်ဆင်ရန် အသင့်ဖြစ်သော ဒေတာကို JSON အဖြစ် ပေးပါ။ စီးရီးတိုင်းတွင် id၊ label နှင့် တစ်ကြောင်းစီအတွက် label နှင့် value ပါဝင်သည့် points အစီအစဉ်တစ်ခု လိုအပ်ပါသည်။ points ပေါ်တွင် Optional key သတ်မှတ်ခြင်းက အရောင်များကို တည်ငြိမ်စေသည်။
Public entities description,သတိပြုပါ: ရွေးချယ်ထားသော အဖွဲ့အစည်းများသည် **အများပြည်သူမြင်သာမည့်** ဖြစ်ပါသည်။ မည်သူမဆို ၎င်းတို့ကို မြင်နိုင်ပါလိမ့်မည်။
Public form settings description,ဒီမှာ သင်သည် အများပြည်သူ ဖောင် ရောက်ရှိမည့်နေရာနှင့် ဖြူစာရင်းထဲရှိ တင်ပုံများကို စိတ်ကြိုက် ပြင်ဆင်နိုင်ပါသည်။
Public Form submit URL,အများပြည်သူ ဖောင် တင်သွင်းရန် URL
Public form URL description,သင်သည် အများပြည်သူအသုံးပြုနိုင်သော ဖောင်ကို ဖွဲ့စည်းပြီးဖြစ်ကာ တင်သွင်းချက်များကို အခြား Uwazi စုဆောင်းမှုတစ်ခုသို့ လက်ခံလိုပါက၊ ထိုစုဆောင်းမှု၏ URL ကို ဤနေရာတွင် ထည့်ပါ။
Public form whitelist description,သင့်စာမျက်နှာများတွင် Public Forms များ ထည့်သွင်းလိုပါက၊ Public Forms များ ထည့်သွင်းရန် မျှော်လင့်ထားသည့် တင်ပုံ ID များကို white-list ထဲသို့ ထည့်ရမည်။
Public instance,အများပြည်သူ Instance
Publish,ထုတ်ဝေရန်
Publish release,ထုတ်ပြန်ချက် ထုတ်ဝေခြင်း
Published,ထုတ်ဝေပြီး
Published and unpublished entities are counted.,ထုတ်ဝေပြီးသောနှင့် မထုတ်ဝေထားသေးသော အဖွဲ့အစည်းများအားလုံးကို ရေတွက်သည်။
QR Code,QR ကုဒ်
Query,မေးခွန်း
Queued,စောင့်နေသည်
RAW,မပြင်ဆင်ထားသော
"Re-runs the query against your current collection. Use this after importing
                        or editing entities—not when changing chart settings (save handles that).",သင့်လက်ရှိ စုစည်းမှုပေါ်တွင် မေးခွန်းကို ထပ်မံ ပြေးသည်။ အဖွဲ့အစည်းများကို တင်သွင်းခြင်း သို့မဟုတ် တည်းဖြတ်ပြီးနောက်တွင်သာ အသုံးပြုပါ—ဂရပ်ဇယားဆက်တင်များကို ပြောင်းလဲသည့်အခါ မဟုတ်ပါ (ထိုဆက်တင်များကို သိမ်းဆည်းရန် လက်ကိုင်များကိုသာ သိမ်းဆည်းပါ)။
Re-uploaded document,ပြန်တင်ထားသောစာရွက်စာတမ်း
Ready,ပြင်ဆင်ပြီး
Receiving email,အီးမေးလ် လက်ခံခြင်း
Receiving email description,သင့်မှာ ဆက်သွယ်ရန် ဖောင်တစ်ခုရှိပါက၊ ဤအီးမေးလ်လိပ်စာမှာ ဖောင်မှ ပေးပို့လာသော အချက်အလက်များအား လက်ခံရရှိပါမည်။
Recommended,အကြံပြုထားသည်
Reference,ရည်ညွှန်းချက်
References,ကိုးကားချက်များ
references,ကိုးကားချက်များ
Refresh,ပြန်လည်အသစ်ပြုလုပ်
"Refresh manually when you have added data and cannot wait for the next
                        scheduled run.",ဒေတာအသစ်ထည့်ပြီးနောက် နောက်တစ်ကြိမ် စီစဉ်ထားသော ပြေးစဉ်ကို မစောင့်နိုင်ပါက လက်ဖြင့် ပြန်လည်အသစ်ပြုလုပ်ပါ။
Refresh mode,ပြန်လည်အသစ်ပြုလုပ်ခြင်း မုဒ်
Reject,ငြင်းပယ်ရန်
Reject all,အားလုံးကို ငြင်းပယ်
Related entities created,ဆက်စပ်အဖွဲ့အစည်းများ ဖန်တီးပြီးပါပြီ။
Relation type,ဆက်နွယ်မှုအမျိုးအစား
Relationship,ဆက်နွှယ်မှု
Relationship created,ဆက်နွယ်မှု ဖန်တီးခဲ့သည်။
Relationship Type,ဆက်နွယ်မှုအမျိုးအစား
Relationship type,ဆက်နွယ်မှုအမျိုးအစား
Relationship type created successfully.,ဆက်နွယ်မှုအမျိုးအစားကို အောင်မြင်စွာ ဖန်တီးပြီးပါပြီ။
Relationship type name,ဆက်နွယ်မှုအမျိုးအစားအမည်
Relationship type name already exists,ဆက်နွယ်မှုအမျိုးအစားအမည်သည် ရှိပြီးသားဖြစ်သည်။
Relationship types,ဆက်နွှယ်မှု အမျိုးအစားများ
relationships,ဆက်နွှယ်မှုများ
Relationships,ဆက်နွှယ်မှုများ
Relationships saved,ဆက်နွယ်မှုများ သိမ်းဆည်းထားပါပြီ။
relationships? This action cannot be undone.,ဆက်နွယ်မှုများလား? ဤလုပ်ဆောင်ချက်ကို ပြန်လည်ပြုပြင်၍ မရပါ။
RelationType saved,RelationType သိမ်းဆည်းပြီး
Release message,ထုတ်ပြန်ချက်စာတို
Relevance,သက်ဆိုင်မှု
remaining,ကျန်ရှိနေခြင်း
remaining files,ကျန်ရှိသော ဖိုင်များ
Remote Server Unreachable,အဝေးဆာဗာ မရောက်နိုင်ပါ
Remove,ဖယ်ရှားရန်
Remove from connection,ချိတ်ဆက်မှုမှ ဖယ်ရှားပါ
Remove from training set,လေ့ကျင့်မှုအစုမှ ဖယ်ရှားပါ
remove icon,အိုင်ကွန် ဖယ်ရှားရန်
Remove icon,အိုင်ကွန် ဖယ်ရှားပါ
Removed language,ဖယ်ရှားထားသော ဘာသာစကား
Rename,အမည် ပြန်ပေးရန်
Renamed attachment,ပြန်အမည်ပေးထားသော ပူးတွဲဖိုင်
Repeat Password,စကားဝှက် ပြန်ရေးရန်
Request id #,ငြင်းပယ်ရန်
Request token,တိုကင် တောင်းဆိုပါ
Required,လိုအပ်သည်
Required property,လိုအပ်သော ထူးခြားချက်
Required relationships were prepared.,လိုအပ်သော ဆက်နွယ်မှုများကို ပြင်ဆင်ထားသည်။
Required thesauri values were prepared.,လိုအပ်သော အဓိပ္ပာယ်တူစာရင်းများကို ပြင်ဆင်ထားသည်။
Reset,ပြန်လည်သတ်မှတ်ရန်
Reset 2FA,2FA ကို ပြန်လည်သတ်မှတ်ရန်
Reset default translation,မူလဘာသာပြန်ဆိုမှုကို ပြန်လည်သတ်မှတ်ပါ။
Reset language,ဘာသာစကား ပြန်လည်သတ်မှတ်ရန်
Reset Password,စကားဝှက် ပြန်လည်သတ်မှတ်ရန်
Reset passwords,စကားဝှက်များ ပြန်လည်သတ်မှတ်ရန်
Resize panels,ပန်နယ်များ၏ အရွယ်အစား ပြောင်းရန်
Restore,ပြန်လည်ထူထောင်
Restore previous version,ယခင်ဗားရှင်းကို ပြန်လည်ထူထောင်ပါ။
Restricted,ကန့်သတ်ထားသည်
Retryable,ပြန်လည်ကြိုးစားနိုင်သော
Retrying,ထပ်မံကြိုးစားနေသည်
Return to login,လော့ဂ်အင်သို့ ပြန်သွားရန်
Review,ပြန်လည်သုံးသပ်ချက်
Reviewed,သုံးသပ်ပြီး
Role,အခန်းကဏ္ဍ
Room around every row,တန်းတိုင်းပတ်လည်တွင် နေရာလွတ် ပိုများသည်
Route,လမ်းကြောင်း
Row,တန်း
Row density,တန်း သိပ်သည်းမှု
Rows failed,တန်းများ မအောင်မြင်ခဲ့ပါ
Rows processed,စိစစ်ပြီးစီးသော တန်းများ
Sample,နမူနာ
Satellite,ဂြိုလ်တု
Save,သိမ်းဆည်းရန်
Save & Preview,သိမ်းပြီး ကြိုကြည့်ရန်
Save changes,အပြောင်းအလဲများကို သိမ်းဆည်းရန်
Save password,စကားဝှက် သိမ်းဆည်းရန်
Save the visualization before refreshing.,ပြန်လည်အသစ်တင်မပြုမီ မြင်ကွင်းကို သိမ်းဆည်းပါ။
Save the visualization to get embed code.,embed ကုဒ် ရယူရန် visualization ကို သိမ်းဆည်းပါ။
Save your work to make change permanent,ပြောင်းလဲမှုကို အမြဲတမ်း ထိန်းသိမ်းရန် သင့်အလုပ်ကို သိမ်းဆည်းပါ။
Saved successfully.,အောင်မြင်စွာ သိမ်းဆည်းပြီးပါပြီ။
Saved with warnings,သတိပေးချက်များဖြင့် သိမ်းဆည်းထားသည်
Saving,သိမ်းဆည်းခြင်း
Saving...,သိမ်းဆည်းနေသည်...
Scanning,စကင်ခြင်း
Scanning rows before import.,တင်သွင်းမတိုင်မီ အတန်းများကို စကင်ခြင်း။
Schedule,အချိန်ဇယား
Schedules run in UTC (Coordinated Universal Time).,အချိန်ဇယားများကို UTC (ညှိနှိုင်းထားသော ကမ္ဘာလုံးဆိုင်ရာ အချိန်) အရ လည်ပတ်သည်။
Search,ရှာဖွေရန်
"Search  •  AND, OR, NOT, ""exact"", wild*","ရှာဖွေ • AND၊ OR၊ NOT၊ ""တိကျသော"", wild*"
Search by title,ခေါင်းစဉ်ဖြင့် ရှာဖွေရန်
Search entities...,အဖွဲ့အစည်းများကို ရှာဖွေ...
Search entities…,အဖွဲ့အစည်းများကို ရှာဖွေ…
Search item,အိုင်တမ် ရှာရန်
Search related entities or documents,သက်ဆိုင်ရာ ဖြည့်သွင်းချက် သို့မဟုတ် စာရွက်စာတမ်းများကို ရှာရန်
Search relationships,ဆက်နွယ်မှုများကို ရှာဖွေပါ။
Search relevance,ရှာဖွေမှု ဆီလျော်ခြင်း
Search text,ရှာဖွေမှု စာသား
Search text description,ရလဒ်များ ရယူရန် ရှာဖွေရေးဘောက်စ်ထဲတွင် တစ်ခုခု ရိုက်ထည့်ပါ။
Search this document,ဤစာရွက်စာတမ်းတွင် ရှာဖွေပါ။
Search Tips,ရှာဖွေမှု အကြံပြုချက်များ
Search tips,ရှာဖွေရေး အကြံပြုချက်များ
Search Tips: boolean,"ဘူလီယန် ရှာဖွေမှုများအတွက် AND၊ OR နှင့် NOT ကို သုံးပါ။ ဥပမာ- ""အခြေအနေ AND အမျိုးသမီးများ NOT နီကာရာဂွာ"" ဆိုလျှင် အခြေအနေ နှင့် အမျိုးသမီးများ ဟူသော စကားလုံးနှစ်ခုလုံး ပါဝင်ပြီး နီကာရာဂွာ ဟူသော စကားလုံး လုံးဝ မပါဝင်သည့် အရာအားလုံးနှင့် ကိုက်ညီပါမည်။"
Search Tips: exact term,"သင့်ရှာဖွေမှု စာသားကို ကိုးကားပုဒ်ဖြင့် ခြံရံခြင်းဖြင့် တိကျသော စကားလုံး ကိုက်ညီမှုကို ရရှိနိုင်ပါသည်။ ဥပမာ- ""ကိုစတာရီကာ"" ဟု ကိုးကားပုဒ်ဖြင့် ရှာဖွေခြင်းသည် ကိုးကားပုဒ်မပါဘဲ ကိုစတာရီကာ ဟု ရှာဖွေခြင်းနှင့် မတူညီသော ရလဒ်များကို ပေးပါလိမ့်မည်။"
Search Tips: one char wildcard,"စာလုံးတစ်လုံးကိုယ်စားပြု ဝိုင်းကတ်အတွက် ? ကို သုံးပါ။ ဥပမာ- ""၁၉၈?"" ဆိုလျှင် ၁၉၈၀ မှ ၁၉၈၉ အထိသော နှစ်များအပြင် ၁၉၈a၊ ၁၉၈b စသည်တို့နှင့်လည်း ကိုက်ညီပါမည်။"
Search Tips: proximity,"အနီးအနားရှာဖွေမှုအတွက် ~ ကို သုံးပါ။ ဥပမာ- ""ဥပဒေရေးရာ အခြေအနေ""~၅ ဆိုလျှင် ဥပဒေရေးရာ နှင့် အခြေအနေ ဟူသော စကားလုံးနှစ်ခုလုံးကို စကားလုံး ၅ လုံး အကွာအဝေးအတွင်း ပါဝင်သော အရာအားလုံးကို ရှာဖွေပေးပါမည်၊ ဥပမာ- ""ဥပဒေရေးရာ ဆိုင်ရာ အခြေအနေ""၊ ""ဥပဒေရေးရာ နှင့် လူမှုရေး အခြေအနေ"" စသည်တို့ကဲ့သို့။"
Search Tips: wildcard,"ဝိုင်းကတ်ရှာဖွေမှုအတွက် * ကို သုံးပါ။ ဥပမာ- ""ဥပဒေ*"" ဆိုလျှင် ဥပဒေရေးရာလုပ်ပိုင်ခွင့်၊ ဥပဒေဆိုင်ရာ၊ ဥပဒေပညာရှင်၊ ဥပဒေဗေဒ စသော စကားလုံးများနှင့် ကိုက်ညီပါမည်။"
Search title & metadata,ခေါင်းစဉ်နှင့် မီတာဒေတာ ရှာဖွေခြင်း
Searching...,ရှာဖွေနေသည်...
Secondary button,ဒုတိယ ခလုတ်
Secret keys,လျှို့ဝှက်သော့များ
Security,လုံခြုံရေး
Select,ရွေးချယ်ပါ
Select & Search,ရွေးချယ်၍ ရှာဖွေခြင်း
"Select a dimension to see supported chart types, or use Metric for a total count.",ထောက်ပံ့ထားသည့် ဂရပ်ဇယားအမျိုးအစားများကို ကြည့်ရန် အတိုင်းအတာတစ်ခုကို ရွေးပါ၊ သို့မဟုတ် စုစုပေါင်းအရေအတွက်အတွက် Metric ကို အသုံးပြုပါ။
Select a document to connect to a specific paragraph,အထူးသတ်မှတ်ထားသော ပိုဒ်တစ်ခုနှင့် ချိတ်ဆက်ရန် စာရွက်စာတမ်းတစ်စောင်ကို ရွေးချယ်ပါ။
Select a file,ဖိုင်တစ်ခုကိုရွေးပါ
Select all,အားလုံးကို ရွေးရန်
Select an existing image,ရှိပြီးသား ပုံတစ်ပုံကို ရွေးပါ။
Select favicon image,ကြိုက်နှစ်သက်သော favicon ပုံကို ရွေးပါ။
Select files on your device,သင့်စက်ပေါ်ရှိ ဖိုင်များကို ရွေးချယ်ရန်
Select from computer,ကွန်ပျူတာမှရွေးချယ်ပါ
Select image,ပုံကိုရွေးပါ
Select media,မီဒီယာကိုရွေးပါ
Select relationship,ဆက်နွယ်မှုကိုရွေးချယ်ပါ
Select relationship type,ဆက်နွှယ်မှု အမျိုးအစား ရွေးချယ်ရန်
Select site logo image,ဆိုက်လိုဂိုပုံကိုရွေးချယ်ပါ
Select target document,ပစ်မှတ် စာရွက်စာတမ်းကို ရွေးပါ။
Select target entity,ပစ်မှတ်အဖွဲ့အစည်းကို ရွေးချယ်ပါ
Select target paragraph,ပစ်မှတ်ထား စာပိုဒ်ကို ရွေးချယ်ရန်
Select text in target document,ပစ်မှတ်စာရွက်တွင် စာသားကို ရွေးချယ်ပါ။
select text or a value,စာသား သို့မဟုတ် တန်ဖိုးကို ရွေးပါ။
Select the template to store the extracted paragraphs.,ထုတ်ယူထားသော ပိုဒ်များကို သိမ်းဆည်းရန် ပုံစံကို ရွေးပါ။
Select the template with the source documents.,မူလစာရွက်စာတမ်းများပါဝင်သည့် ပုံစံကို ရွေးပါ။
Select...,ရွေးချယ်ရန်...
Selected,ရွေးချယ်ထားသော
selected,ရွေးချယ်ပြီး
selected of,ရွေးချယ်ထားသည်
Selected or suggested,ရွေးချယ်ထားသော သို့မဟုတ် အကြံပြုထားသော
Selected templates,ရွေးချယ်ထားသော ပုံစံများ
Send,ပေးပို့ရန်
Send recovery email,ပြန်လည်ရယူရန်အတွက် အီးမေးလ် ပို့ရန်
Sending email,အီးမေးလ်ပို့ခြင်း
Sending email description,ဤသည်မှာ သင့် Uwazi စုစည်းမှုမှ မှတ်ပုံတင်ထားသော အသုံးပြုသူများထံ အီးမေးလ်ပို့သည့်အခါ ပို့သူအဖြစ် ပြသမည့် အီးမေးလ်လိပ်စာဖြစ်သည်။ မူလလိပ်စာမှာ *no-reply@uwazi.io* ဖြစ်သည်။ သင်နှစ်သက်ရာ အီးမေးလ်လိပ်စာကို ဤနေရာတွင် ထည့်သွင်း၍ ကိုယ်ပိုင်လိပ်စာ သတ်မှတ်နိုင်သည်။
Sending labeled data,အမှတ်အသားတပ်ထားသော ဒေတာ ပို့ခြင်း
Series,စီးရီး
Services,ဝန်ဆောင်မှုများ
Set as default,နဂိုမူလအဖြစ် သတ်မှတ်ရန်
Set default language,မူလဘာသာစကား သတ်မှတ်ပါ
Set default template,မူလပုံစံကို သတ်မှတ်ပါ။
Set the default starting point for your geolocation properties.,သင်၏ ပထဝီတည်နေရာထူးခြားချက်များအတွက် ပုံသေမူလ စမှတ်ကို သတ်မှတ်ပါ။
Settings,ဆက်တင်များ
settings,ဆက်တင်များ
Settings navigation active background,ဆက်တင်များ မီနူး လှုပ်ရှားနေသော နောက်ခံ
Settings sidebar background,ဆက်တင်များ ဘက်ဘား နောက်ခံ
Settings updated,ဆက်တင်များ အပ်ဒိတ်လုပ်ပြီးပါပြီ။
Share,မျှဝေရန်
Share edit access with other users,အခြားအသုံးပြုသူများနှင့် တည်းဖြတ်ခွင့်ကို မျှဝေပါ။
Share entities with the public,အဖွဲ့အစည်းများကို ပြည်သူများနှင့် မျှဝေပါ။
Share with people and groups,လူများနှင့် အုပ်စုများနှင့် မျှဝေရန်
Shared as editor,အယ်ဒီတာအဖြစ် မျှဝေသည်
Shared as viewer,ကြည့်ရှုသူအဖြစ် မျှဝေသည်
Show actions,လုပ်ဆောင်ချက်များကို ပြပါ။
Show cookie policy,ကွတ်ကီး မူဝါဒ ပြရန်
Show details,အသေးစိတ်ပြသပါ
Show filters,စစ်ထုတ်မှုများကို ပြရန်
Show in cards,ကဒ်များဖြင့် ပြသပါ
Show information,အချက်အလက်ပြသပါ
Show less,နည်းနည်းသာပြပါ
Show more,ပိုမိုပြသရန်
Show remaining in panel,ပန်နယ်တွင် ကျန်ရှိနေသည့် ပြသရန်
Show toolbar,ကိရိယာတန်းပြရန်
Showing,ပြသနေသည်
Showing the top,ထိပ်ဆုံးကို ပြနေသည်
shown of,ပြသထားသည််
Sign in,လက်မှတ်ထိုးဝင်ရန်
Simple mode,ရိုးရှင်းသော မုဒ်
Single relationships must have a hub,တစ်ခုချင်း ဆက်နွယ်မှုများတွင် hub တစ်ခုရှိရမည်။
Site logo description,"လိုဂိုကို သင့်စုစည်းမှုအမည်အနားရှိ ထိပ်ဆုံးဘားတွင် (အရွယ်အစား ခန့်မှန်း 200×32 ပစ်ကစ်) တွေ့မြင်ရပါမည်။

၁။ လိုအပ်ပါက Custom Uploads တွင် ပုံများ တင်ပါ။
၂။ ""Select site logo image"" ကို နှိပ်ပြီး ဖိုင်တစ်ခုကို ရွေးချယ်ပါ၍ Custom Uploads မှ ပုံများသာ စာရင်းထဲတွင် ပြထားပါမည်။"
Site logo no images hint,Custom Uploads မှ ပုံဖိုင်များ မတွေ့ရသေးပါ။ ပထမဦးစွာ PNG၊ SVG သို့မဟုတ် JPEG ပုံများကို ထိုနေရာတွင် ထည့်ပါ။
Size,အရွယ်အစား
Skip to main content,အဓိကအကြောင်းအရာသို့ တိုက်ရိုက်သွားပါ
Some tasks may take a while. Bert will reply when it's done.,အချို့တာဝန်တွေက အချိန်ယူနိုင်ပါတယ်။ ပြီးသွားရင် Bert က ပြန်ဖြေကြားပါလိမ့်မယ်။
Something went wrong,တစ်ခုခု မှားသွားသည်
Sort,အမျိုးအစားခွဲရန်
Sort ascending,တက်လာအောင် စီရန်
Sort descending,မြင့်မှ နိမ့်အလိုက် စီရန်
Sort:,စီစဉ်ရန်:
sorted by,ဤသို့ အမျိုးအစားခွဲထားသည်
Source,အရင်းအမြစ်
Source entity,အရင်းအမြစ်အဖွဲ့အစည်း
Source page,အရင်းအမြစ်စာမျက်နှာ
Source relationship type,အရင်းအမြစ် ဆက်နွယ်မှု အမျိုးအစား
Source template,အရင်းအမြစ် ပုံစံ
Source Template,အရင်းအမြစ် ပုံစံ
Source's role in the relationship Source-Target.,Source-Target ဆက်နွယ်မှုတွင် Source ၏ အခန်းကဏ္ဍ။
Stage,အဆင့်
stat*,stat*
State,ပြည်နယ်
Statistics,စာရင်းအင်း
Stats & Filters,စာရင်းအချက်အလက်များနှင့် စစ်ထုတ်စနစ်များ
Status,အခြေအနေ
status AND women NOT Nicaragua,အခြေအနေ AND အမျိုးသမီးများ NOT နီကာရာဂွာ
Stop filling,ဖြည့်ခြင်းကို ရပ်ပါ
Storage,သိုလှောင်မှု
Streets,လမ်းများ
Strict mode,တိကျသည့် မုဒ်
Style,စတိုင်
Submit,တင်သွင်းရန်
Submitted entity to a remote instance,အဖွဲ့အစည်းတစ်ခုကို ဝေးလံသော အင်စတန်စ်သို့ တင်သွင်းခဲ့သည်။
Submitting,တင်သွင်းနေသည်
Success,အောင်မြင်မှု
"Success, Upload another?",အောင်မြင်ပါပြီ၊ နောက်တစ်ခု တင်မလား?
Suggestion,အကြံပြုချက်
Suggestion:,အကြံပြုချက်:
Suggestions,အကြံပြုချက်များ
suggestions,အကြံပြုချက်များ
Suggestions sent,အကြံပြုချက်များ ပို့ပြီးပါပြီ။
Suggestions updated,အကြံပြုချက်များ ပြင်ဆင်ပြီးပါပြီ။
Supported chart types for manual data,လက်ဖြင့် ထည့်သွင်းသော ဒေတာအတွက် ထောက်ပံ့ထားသည့် ဂရပ်ဇယားအမျိုးအစားများ
Supported chart types for this configuration,ဤပြင်ဆင်မှုအတွက် ထောက်ပံ့ထားသော ဂရပ်ဇယားအမျိုးအစားများ
Supporting,ထောက်ပံ့ခြင်း
Supporting file,ထောက်ပံ့ဖိုင်
Supporting files,အထောက်အကူပြုဖိုင်များ
Synced template,ညှိနှိုင်းထားသော ပုံစံ
Synced Template,ညှိနှိုင်းထားသော ပုံစံ
Synced templates cannot be deleted.,ညှိနှိုင်းထားသော ပုံစံများကို ဖျက်၍ မရပါ။
System translations,စနစ်ဘာသာပြန်ချက်များ
Table,ဇယား
Table of Contents,မာတိကာ
Table of contents,မာတိကာ
Table of contents saved successfully,အကြောင်းအရာဇယားကို အောင်မြင်စွာ သိမ်းဆည်းပြီးပါပြီ။
Table view,ဇယားမြင်ကွင်း
Target entity,ပစ်မှတ်အဖွဲ့အစည်း
Target entity type,ပစ်မှတ်အဖွဲ့အစည်းအမျိုးအစား
Target relationship type,ပစ်မှတ် ဆက်နွယ်မှု အမျိုးအစား
Target Template,ပစ်မှတ်ပုံစံ
Target template,ပစ်မှတ်ပုံစံ
Target's role in the relationship Source-Target.,ဆက်နွယ်မှု Source-Target တွင် Target ၏ အခန်းကဏ္ဍ။
Target:,ပစ်မှတ်:
Tasks,တာဝန်များ
Template,ပုံစံပြား
Template changes are being applied to all related entities.,ပုံစံ ပြောင်းလဲမှုများကို ဆက်စပ်အဖွဲ့အစည်းများအားလုံးတွင် အသုံးချနေပါသည်။
Template color,ပုံစံ အရောင်
"Template colors apply when comparing data sources or when the dimension is entity
              type. Otherwise the chart palette is used as fallback.",ဒေတာရင်းမြစ်များကို နှိုင်းယှဉ်သည့်အခါ သို့မဟုတ် ဒိုင်မင်ရှင်းသည် entity type ဖြစ်သည့်အခါ တင်ပုံစံအရောင်များ သုံးစွဲသည်။ မဟုတ်ပါက ပြန်လည်အသုံးပြုရန် အဖြစ် ဂရပ်ဇယားအရောင်ပလိတ်ကို သုံးစွဲသည်။
Template conflict,ပုံစံ ပဋိပက္ခ
Template name,ပုံစံအမည်
Template name already exists,ပုံစံအမည်သည် ရှိပြီးသားဖြစ်သည်။
Template processing completed.,ပုံစံ ပြင်ဆင်ခြင်း ပြီးစီးပါပြီ။
Template saved successfully.,ပုံစံကို အောင်မြင်စွာ သိမ်းဆည်းပြီးပါပြီ။
Template with a long number of entities,ပုံစံ ပြောင်းလဲပြီး ဆက်စပ်အဖွဲ့အစည်းများကို ပြန်လည်ညွှန်းကပ်မည်ဖြစ်ပါသည်။ ဤလုပ်ငန်းစဉ်သည် မိနစ်အနည်းငယ်ကြာနိုင်ပါသည်။ ဆက်လက်လိုပါသလား?
Template(s),ပုံစံ(များ)
Template(s) deleted successfully.,ပုံစံများကို အောင်မြင်စွာ ဖျက်ပစ်ခဲ့သည်။
Templates,ပုံစံပြားများ
Templates:,ပုံစံများ:
Text,စာသား
Text references limit warning,စာသားရည်ညွှန်းချက်များကို ယာယီအနေဖြင့် အများဆုံး ၃၀၀ အထိသာ ကန့်သတ်ထားပါသည်။ ကျွန်ုပ်တို့သည် ဤပြဿနာအတွက် ပြင်ဆင်မှုကို လက်ရှိတွင် ဆောင်ရွက်နေပါသည်။
"The process of extracting the paragraphs has successfully started. Check the Status
              column for updates on the process.",အပိုဒ်များထုတ်ယူခြင်းလုပ်ငန်းစဉ်ကို အောင်မြင်စွာ စတင်ပြီးပါပြီ။ လုပ်ငန်းစဉ်အခြေအနေများအတွက် Status ကော်လံကို စစ်ဆေးပါ။
The request could not be processed.,တောင်းဆိုချက်ကို ဆောင်ရွက်၍ မရနိုင်ပါ။
The source of this template is a sync.,ဤပုံစံ၏ မူလအရင်းအမြစ်မှာ စင်ခ်တစ်ခုဖြစ်သည်။
The token does not validate against the secret key,Token သည် လျှို့ဝှက်သော့ဖြင့် မအတည်ပြုနိုင်ပါ။
The token does not validate against the secret key!,Token သည် လျှို့ဝှက်သော့ဖြင့် မအတည်ပြုနိုင်ပါ။
"the words together, in that order",စကားလုံးများကို အဲဒီအတိုင်း အတူတကွ
the words within 5 of each other,စကားလုံးများသည် တစ်ခုနှင့်တစ်ခု ၅ အတွင်းရှိသည်။
Theme and branding,အသွင်အပြင်နှင့် အမှတ်တံဆိပ် ဖန်တီးမှု
Theme colors,အသွင်အပြင် အရောင်များ
Theme colors imported,အသွင်အပြင် အရောင်များ တင်သွင်းပြီးပါပြီ။
Theme favicon,အသွင်အပြင် Favicon
Theme instance file invalid,Theme instance ဖိုင် မမှန်ကန်ပါ။
Theme logotype,အသွင်အပြင် အမှတ်တံဆိပ်
Theme presets,အသွင်အပြင် ကြိုတင်ညှိထားချက်များ
Theme preview,အသွင်အပြင် ကြိုကြည့်ခြင်း
Then by,ထို့နောက်ဖြင့်
There are no pages enabled for entity view,ဖြည့်သွင်းချက် မြင်ကွင်းအတွက် ဖွင့်ထားသော စာမျက်နှာများ မရှိပါ
There are no untranslated terms,ဘာသာမပြန်ထားသေးသော စကားလုံးများ မရှိပါ။
Thesauri,ဝေါဟာရပဒေသာကျမ်းများ
Thesauri added.,အဓိပ္ပာယ်တူစာရင်းများ ထည့်သွင်းထားသည်။
Thesauri deleted,အဓိပ္ပာယ်တူစာရင်းများ ဖျက်သွားသည်
Thesauri name,အဓိပ္ပာယ်တူစာရင်းအမည်
thesauri new group desc,အဓိပ္ပာယ်တူစာရင်းများ အုပ်စုအသစ် အောက်သို့
thesauri new item desc,အဓိပ္ပာယ်တူစာရင်းများ အသစ်သော အရာ ဖော်ပြချက်
Thesauri updated.,အဓိပ္ပာယ်တူစာရင်းများ အပ်ဒိတ်လုပ်ပြီးပါပြီ။
Thesauri values created,ဖန်တီးထားသော အဓိပ္ပာယ်တူစာရင်းများ၏ တန်ဖိုးများ
Thesaurus,အဓိပ္ပာယ်တူစာရင်း
